@RELATION LRtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE class {breathing,non_breathing}

@DATA
0.161647,0.018401,0.000000,0.269241,0.215590,1.418858,0.014349,0.288792,-28.292473,2.004882,-0.027468,0.276971,0.113794,0.086114,0.269806,-0.016175,-0.095955,0.001028,-0.047935,0.045159,-0.063259,0.012552,0.014111,0.053602,0.020493,0.013066,0.011827,0.010763,0.004808,0.009224,0.005382,0.039969,0.006346,0.024484,-0.003108,-0.005781,0.000000,0.004141,0.006649,-0.016933,0.000879,-0.004417,-0.912954,-0.139088,0.076358,-0.012248,-0.003672,-0.000228,-0.006962,-0.008663,0.001921,-0.017661,-0.001603,-0.011529,-0.005847,-0.000169,-0.005684,-0.015257,-0.000627,-0.000633,-0.000122,-0.000030,-0.000084,-0.000156,0.000036,0.010404,0.114290,0.025936,0.000000,0.116976,0.043590,0.810530,0.012000,0.246347,5.488051,1.352452,0.737599,0.396474,0.351004,0.243987,0.392802,0.180887,0.245723,0.276898,0.123295,0.230917,0.126874,0.012008,0.018515,0.054738,0.022292,0.011431,0.010394,0.009737,0.004152,0.009454,0.003798,0.059039,0.005421,0.021903,0.145811,0.028202,0.000000,0.157499,0.037800,0.923015,0.014766,0.356001,5.054551,1.598919,0.783651,0.526091,0.483087,0.386590,0.512076,0.289993,0.351018,0.301474,0.185070,0.321671,0.174234,0.017227,0.014078,0.064345,0.033926,0.014035,0.012418,0.013674,0.005091,0.013644,0.006002,0.063894,non_breathing
0.100401,0.031323,0.000000,0.186035,0.182382,0.996257,0.029821,0.167500,-30.044524,2.566134,-0.015948,0.483074,-0.041216,0.014557,0.072302,0.105290,-0.007706,0.120286,-0.090301,0.010805,0.017517,0.016568,0.014037,0.055414,0.061452,0.045810,0.017499,0.014024,0.002792,0.010998,0.011125,0.027431,0.011527,0.038380,0.002628,0.000154,0.000000,0.005184,0.004535,0.036032,0.000063,0.006400,1.528448,0.042777,-0.003001,0.004276,-0.001977,0.000136,-0.001557,0.005352,-0.006615,0.006491,-0.002114,0.003124,0.002013,0.000278,0.000171,0.000500,0.000460,0.000123,0.000321,0.000617,0.000235,0.000539,0.000351,-0.003723,0.048884,0.025031,0.000000,0.050887,0.040804,0.526303,0.064946,0.092077,9.722351,0.727774,0.676833,0.489805,0.367597,0.193078,0.249162,0.288529,0.215311,0.143834,0.158150,0.155279,0.158975,0.014192,0.012814,0.042346,0.055745,0.067892,0.014265,0.014466,0.002665,0.009263,0.009830,0.029538,0.013156,0.019640,0.062909,0.028930,0.000000,0.052811,0.041139,0.585200,0.096020,0.103448,6.888588,0.733302,0.731589,0.486019,0.462861,0.263755,0.270744,0.313817,0.287869,0.194611,0.218431,0.213957,0.198226,0.013706,0.017309,0.055004,0.072977,0.082465,0.017397,0.019001,0.003189,0.013404,0.013053,0.026067,non_breathing
0.080790,0.024079,0.000000,0.179260,0.196369,0.736803,0.015015,0.131278,-25.145213,3.240565,0.350372,0.199065,0.072349,-0.012085,-0.006940,0.084488,-0.039595,0.147271,-0.112474,0.042590,-0.056144,0.009813,0.009733,0.025800,0.066025,0.086696,0.036963,0.029982,0.002232,0.020830,0.008043,0.015465,0.009412,0.043422,0.000787,0.000189,0.000000,0.000815,-0.000358,0.015796,0.000130,0.001472,0.083710,-0.009970,-0.030858,0.006501,-0.009616,-0.001391,-0.004506,0.006395,0.001140,-0.001362,0.008625,-0.001657,0.005561,-0.000109,-0.000122,-0.000712,-0.003163,0.002784,0.000127,-0.000015,0.000043,0.000238,0.000021,-0.000034,0.051873,0.018422,0.000000,0.046153,0.029738,0.486359,0.010899,0.095901,3.208377,0.742110,0.704388,0.376436,0.306651,0.216453,0.271635,0.245030,0.216713,0.197948,0.175723,0.153610,0.133229,0.008344,0.010474,0.018487,0.063112,0.069538,0.040474,0.032535,0.002355,0.021181,0.006430,0.018515,0.012793,0.019983,0.068527,0.021060,0.000000,0.065045,0.035705,0.699701,0.014337,0.137606,3.005531,0.956421,0.857390,0.484566,0.377255,0.303103,0.329348,0.326017,0.292653,0.270041,0.219279,0.210683,0.198042,0.011860,0.013386,0.021381,0.065897,0.077685,0.057051,0.037393,0.003314,0.032285,0.009156,0.025834,non_breathing
0.081852,0.024537,0.000000,0.156778,0.158086,0.781455,0.055899,0.122875,-39.110487,2.308801,0.074694,0.337018,-0.010070,0.081524,-0.047356,0.120267,0.093672,0.068730,-0.076093,0.047903,-0.043631,0.019210,0.010916,0.031815,0.036291,0.052088,0.030953,0.014778,0.002081,0.013667,0.010033,0.055545,0.008969,0.036084,0.003755,0.000000,0.000000,0.008062,0.010343,0.015934,0.000438,0.003500,3.170704,0.147674,0.039085,0.036333,0.016090,-0.004849,-0.001828,-0.000715,-0.008492,0.011990,-0.008609,0.022560,-0.010875,0.000431,0.000753,0.002917,0.001834,0.003721,0.000943,0.000282,0.000050,0.000564,0.000357,-0.005520,0.047780,0.032918,0.000000,0.078404,0.062715,0.610257,0.152237,0.096049,20.804361,1.007935,0.462684,0.309089,0.238237,0.167140,0.186800,0.282902,0.172880,0.174941,0.115156,0.111141,0.112634,0.021091,0.011646,0.019945,0.029050,0.057975,0.043787,0.015649,0.002357,0.013660,0.010353,0.058125,0.009257,0.015286,0.037495,0.028513,0.000000,0.060026,0.054812,0.484314,0.227638,0.082245,9.933747,0.782575,0.605528,0.254036,0.309341,0.215558,0.239872,0.316637,0.228382,0.206441,0.154025,0.154920,0.142436,0.031795,0.014785,0.026352,0.042446,0.080276,0.053956,0.017171,0.002897,0.018665,0.012459,0.037715,non_breathing
0.076909,0.049937,0.000000,0.160588,0.157110,0.842039,0.059491,0.121750,-37.414763,2.285445,-0.136697,0.294422,-0.042427,-0.134258,0.063533,0.067087,-0.019089,0.133250,-0.079030,0.003617,0.038070,0.008068,0.007531,0.023991,0.064742,0.051530,0.014469,0.017868,0.002346,0.007438,0.011632,0.050308,0.005579,0.042129,0.003066,0.002086,0.000000,0.008053,0.009368,0.049819,0.000312,0.005875,3.811158,0.170743,0.008872,0.023047,-0.027669,-0.004901,0.022608,0.007933,0.014709,0.011735,-0.001219,-0.017046,0.024830,0.000469,0.001678,0.005538,0.005734,0.000815,0.000218,0.000308,0.000162,0.001084,0.000117,-0.009726,0.036621,0.033923,0.000000,0.060071,0.062105,0.486610,0.152847,0.072211,19.199092,0.879314,0.502591,0.399180,0.319082,0.134101,0.209802,0.319569,0.215049,0.148336,0.153016,0.166920,0.187848,0.009087,0.010983,0.025013,0.046152,0.075959,0.011724,0.025455,0.003270,0.008686,0.012911,0.056717,0.006921,0.019677,0.038284,0.041280,0.000000,0.045238,0.049215,0.479163,0.228636,0.071149,12.404982,0.594578,0.708684,0.494632,0.467831,0.191780,0.229291,0.332754,0.334701,0.205355,0.211798,0.193859,0.203792,0.011288,0.012389,0.033286,0.065634,0.074724,0.014086,0.031542,0.004337,0.010741,0.016462,0.044168,non_breathing
0.109387,0.034951,0.000000,0.184065,0.189631,0.930715,0.013963,0.151972,-24.634708,2.901260,0.167601,0.472663,-0.029903,0.174249,0.081604,0.306503,0.138658,0.160381,-0.099431,0.026982,0.024176,0.024942,0.017286,0.101486,0.070121,0.037554,0.019753,0.010657,0.001931,0.011931,0.006159,0.010565,0.004005,0.042782,0.002454,-0.003142,0.000000,0.004413,-0.000161,0.047670,0.000369,0.008208,-0.561300,-0.070967,-0.103731,0.081419,0.052911,-0.032069,-0.037839,-0.016122,-0.022675,-0.032795,0.014005,-0.011661,0.023706,-0.000819,-0.000579,-0.014999,-0.001538,-0.000155,0.002057,-0.000256,0.000048,0.000017,-0.000018,0.003067,0.055625,0.031814,0.000000,0.053167,0.024971,0.647011,0.006583,0.105556,3.380825,0.773328,1.064118,0.556411,0.382893,0.300537,0.321095,0.306756,0.202772,0.151220,0.173535,0.173826,0.135072,0.022550,0.018605,0.065592,0.071898,0.058083,0.023419,0.011282,0.001815,0.011532,0.006230,0.011756,0.003710,0.021180,0.071439,0.043610,0.000000,0.055830,0.027115,0.761694,0.007709,0.119017,3.192395,0.765050,1.069946,0.720574,0.480317,0.320689,0.342737,0.385024,0.279520,0.169476,0.216731,0.240233,0.116471,0.017375,0.025179,0.072602,0.096099,0.087792,0.031909,0.015824,0.002545,0.015062,0.009334,0.013374,non_breathing
0.100980,0.031950,0.000000,0.207224,0.206982,1.028553,0.009677,0.178694,-23.538048,2.755654,0.139333,0.472058,-0.072004,0.001094,-0.026680,0.081529,-0.061969,0.157461,-0.112093,0.047619,0.012227,0.016860,0.010590,0.029289,0.085422,0.056305,0.031478,0.011150,0.004399,0.014089,0.012436,0.012946,0.019380,0.037591,-0.004214,0.001660,0.000000,-0.001928,0.000419,-0.009175,0.000592,-0.003639,0.186449,0.048522,0.068504,-0.093408,-0.002691,-0.011311,-0.049663,0.030815,0.015919,0.017570,0.011701,0.004719,-0.023473,-0.000254,0.000197,-0.002094,-0.000413,0.001644,0.008290,-0.000077,-0.000514,-0.000502,-0.000864,-0.001060,0.039113,0.022116,0.000000,0.035434,0.023587,0.457789,0.007373,0.088233,2.825589,0.435060,0.641700,0.369789,0.264552,0.234918,0.248286,0.258151,0.147245,0.119124,0.154771,0.154426,0.103475,0.011226,0.009431,0.023097,0.075235,0.071928,0.034237,0.006778,0.004303,0.009852,0.008597,0.008661,0.026046,0.019714,0.055482,0.028713,0.000000,0.046767,0.030412,0.667576,0.009853,0.118013,3.247842,0.587709,0.861314,0.368220,0.330969,0.325640,0.273199,0.261158,0.165241,0.147489,0.168455,0.221894,0.147256,0.017059,0.013288,0.030789,0.092916,0.086036,0.031042,0.010093,0.006682,0.016063,0.014236,0.010381,non_breathing
0.093144,0.024908,0.000000,0.182138,0.205196,0.640517,0.011973,0.128944,-25.123500,3.263480,0.618361,0.173082,0.092154,-0.009878,-0.026686,0.102324,-0.121538,0.135514,-0.114240,-0.001725,-0.127027,0.009897,0.008635,0.018993,0.040881,0.091461,0.031829,0.048039,0.001786,0.037748,0.008645,0.011994,0.010246,0.042892,0.000334,0.001012,0.000000,0.000960,-0.001120,0.022564,0.000256,0.002639,0.146995,-0.013346,-0.091396,0.042834,0.011293,0.011270,0.004511,-0.017529,-0.001150,0.006334,0.035552,-0.007433,0.012652,0.000125,-0.000241,0.002972,0.009729,0.007882,-0.001185,-0.004510,-0.000065,-0.008636,0.000122,-0.000051,0.093521,0.022206,0.000000,0.052272,0.033247,0.430540,0.007080,0.107999,2.506717,0.555737,0.779879,0.437009,0.304299,0.199039,0.242026,0.186975,0.185294,0.203447,0.191139,0.148645,0.141536,0.008947,0.007514,0.013902,0.039001,0.066093,0.032413,0.043337,0.001716,0.038811,0.006981,0.011052,0.015089,0.016458,0.130630,0.024514,0.000000,0.078897,0.042381,0.665735,0.011288,0.169568,2.616334,0.776935,0.706442,0.571043,0.334067,0.301676,0.331327,0.269724,0.246067,0.250424,0.196102,0.215901,0.168758,0.010973,0.010265,0.016127,0.041634,0.082738,0.045475,0.048741,0.002601,0.054779,0.009356,0.015672,non_breathing
0.069740,0.019819,0.000000,0.177948,0.193931,0.751946,0.019400,0.128458,-25.927477,3.189511,0.149723,0.253664,0.007991,0.008971,-0.004068,0.057127,0.040200,0.093855,-0.114706,0.027344,-0.010110,0.007536,0.011881,0.030367,0.068979,0.099939,0.034172,0.013932,0.002117,0.010498,0.008894,0.022336,0.007237,0.041979,-0.000403,0.001755,0.000000,-0.003617,-0.001686,-0.033778,0.000296,-0.008361,0.064328,0.057727,-0.017114,-0.000673,0.021418,-0.002438,0.009304,0.026385,-0.003677,0.006603,0.013580,0.021237,0.011371,-0.000130,-0.000212,0.000275,0.008044,0.004479,-0.006950,-0.000060,-0.000045,0.000456,-0.000080,-0.000501,0.024777,0.017747,0.000000,0.035798,0.028131,0.422625,0.020250,0.075134,4.668078,0.720905,0.547983,0.312682,0.295159,0.198158,0.240372,0.307879,0.205110,0.165057,0.164543,0.206613,0.151644,0.006237,0.013995,0.018363,0.064344,0.071560,0.035272,0.014485,0.001897,0.012376,0.007055,0.032171,0.010141,0.021510,0.028398,0.017108,0.000000,0.052312,0.035899,0.611712,0.024693,0.106490,3.348117,0.920852,0.781766,0.415455,0.427707,0.258192,0.215793,0.370846,0.244333,0.241865,0.221715,0.276237,0.237067,0.008395,0.016905,0.024644,0.076346,0.085424,0.049901,0.019845,0.002227,0.014659,0.009279,0.044140,non_breathing
0.063329,0.030752,0.000000,0.124084,0.119420,0.705188,0.106544,0.100000,-52.936351,1.640808,-0.151486,0.324836,0.059693,-0.060268,-0.029250,-0.113561,0.015194,0.021745,-0.058955,-0.057778,-0.047965,0.010028,0.007574,0.005257,0.009052,0.033866,0.019437,0.030406,0.003263,0.008375,0.009961,0.085761,0.008326,0.038849,0.007384,0.010698,0.000000,0.019229,0.019973,0.061902,0.002052,0.009500,7.713629,0.262731,-0.011294,0.126466,0.023541,-0.005949,0.028311,-0.069099,0.007700,0.006454,-0.014397,-0.006964,0.017059,0.000172,0.000165,0.000287,0.003164,0.028234,0.001917,0.000190,0.000029,0.000141,0.000090,-0.019756,0.056260,0.041789,0.000000,0.100103,0.097680,0.642529,0.301064,0.092039,37.622649,1.356006,0.299046,0.471337,0.254380,0.064249,0.148448,0.277962,0.159602,0.078626,0.146592,0.134620,0.177160,0.012243,0.011969,0.007122,0.011902,0.083048,0.019309,0.045143,0.005325,0.009633,0.015264,0.093462,0.011409,0.023332,0.050806,0.047618,0.000000,0.068887,0.061592,0.529668,0.449387,0.066425,23.761516,0.789726,0.314615,0.354525,0.279760,0.084553,0.183946,0.186479,0.273631,0.122452,0.211318,0.191357,0.189829,0.013376,0.017985,0.006731,0.006454,0.079073,0.020751,0.053611,0.007031,0.011235,0.018508,0.058494,non_breathing
0.094980,0.077168,0.000000,0.195330,0.195397,0.921486,0.010360,0.142500,-21.492324,2.972198,-0.011773,0.312213,-0.092851,-0.224890,0.156325,0.290184,-0.166586,0.250472,-0.084432,0.082545,0.068998,0.004439,0.003824,0.042462,0.116586,0.073224,0.012087,0.006982,0.000727,0.003542,0.014624,0.018432,0.003073,0.045718,0.000695,-0.001731,0.000000,0.000680,-0.000299,0.059396,0.002314,-0.000833,-0.048218,-0.025026,-0.030044,-0.008623,0.039614,-0.004211,-0.083420,0.116444,-0.013162,-0.004440,0.071462,-0.069932,0.027143,-0.000154,0.000425,0.001928,0.017936,-0.019944,-0.000611,-0.000234,0.000044,0.000085,-0.000937,-0.003595,0.022930,0.024153,0.000000,0.017300,0.018975,0.312507,0.006202,0.047376,0.735375,0.378267,0.555875,0.218919,0.324352,0.234067,0.277693,0.321993,0.202554,0.204975,0.172070,0.197083,0.183715,0.002319,0.002824,0.028271,0.085949,0.062612,0.010657,0.010195,0.000505,0.001647,0.008835,0.025946,0.001774,0.012659,0.039433,0.029476,0.000000,0.023633,0.028246,0.410624,0.007834,0.073664,0.938896,0.544794,0.892687,0.239449,0.548770,0.342641,0.319779,0.309162,0.226055,0.272669,0.157173,0.217627,0.171780,0.003856,0.003047,0.036936,0.126144,0.072832,0.017516,0.016094,0.000630,0.001887,0.014302,0.037138,non_breathing
0.094841,0.044937,0.000000,0.177585,0.187336,0.854571,0.015707,0.151111,-24.109597,2.878904,0.417364,0.459286,-0.195567,0.281106,0.140901,0.405127,0.174819,0.225466,-0.213173,0.078208,-0.022605,0.028673,0.020869,0.148624,0.072503,0.025853,0.013828,0.006278,0.001499,0.004731,0.004272,0.008541,0.004144,0.050640,0.004450,0.001438,0.000000,0.004642,0.000447,0.056358,0.001881,0.000000,0.142793,-0.040678,-0.109251,0.002509,-0.038057,-0.029513,0.010248,-0.065484,-0.001492,-0.000426,0.008614,-0.006327,0.042954,0.007079,-0.001174,-0.012192,-0.005942,-0.000645,-0.000381,-0.000436,0.000260,0.000206,-0.000249,-0.000351,0.054317,0.036203,0.000000,0.071937,0.027520,0.771721,0.009221,0.139936,3.232450,0.982069,1.005477,0.511686,0.298431,0.221984,0.304316,0.268284,0.250744,0.075666,0.220734,0.116698,0.112722,0.024765,0.024166,0.093448,0.081652,0.038681,0.020557,0.004726,0.001511,0.002353,0.003580,0.006911,0.003017,0.023727,0.053110,0.047826,0.000000,0.075825,0.034685,0.898546,0.009445,0.179548,3.688944,1.050876,1.168264,0.663306,0.369735,0.165476,0.284749,0.351045,0.287417,0.077151,0.261800,0.166696,0.041402,0.015945,0.032081,0.084694,0.109764,0.055740,0.029769,0.007074,0.001478,0.003101,0.006233,0.011630,non_breathing
0.125852,0.036571,0.000000,0.187172,0.185156,0.991283,0.011033,0.152778,-24.866174,2.928137,0.012425,0.544695,0.030089,0.122557,-0.000074,0.235761,0.134229,0.083213,-0.026418,-0.012600,0.036629,0.015198,0.013908,0.048991,0.075412,0.051323,0.028250,0.013947,0.002728,0.018954,0.007439,0.009254,0.004237,0.033762,-0.004311,-0.000916,0.000000,0.005464,0.001131,0.024152,0.000805,0.008889,-1.049908,-0.162434,-0.041385,0.154306,0.077091,0.007715,-0.006070,0.042492,-0.011628,-0.026126,0.015844,0.056614,0.014265,-0.004536,-0.002805,-0.001047,0.002624,-0.000308,0.003747,-0.000672,-0.000583,0.000343,-0.002560,0.002613,0.059703,0.040880,0.000000,0.036961,0.027031,0.561118,0.005902,0.078444,3.722384,0.575065,1.207003,0.650594,0.410031,0.348480,0.312599,0.330498,0.133865,0.292549,0.157336,0.201007,0.162859,0.014646,0.012839,0.039181,0.063553,0.076420,0.027280,0.017929,0.002502,0.020865,0.007553,0.009305,0.004652,0.019849,0.089247,0.054949,0.000000,0.041487,0.023698,0.660375,0.008999,0.065882,2.980787,0.599422,1.138597,0.833507,0.424750,0.491021,0.372141,0.416602,0.183402,0.281717,0.223147,0.263970,0.218304,0.016393,0.016326,0.037129,0.087427,0.118888,0.035401,0.024283,0.003375,0.027114,0.006353,0.008034,non_breathing
0.116256,0.024556,0.000000,0.220197,0.204924,1.150697,0.006925,0.214167,-24.640506,2.462710,0.011851,0.834633,-0.136619,0.137611,0.009774,-0.090905,-0.168361,0.148591,-0.088235,0.008004,0.070079,0.019581,0.012673,0.032273,0.048773,0.049021,0.016845,0.013954,0.005827,0.017927,0.018099,0.022466,0.028392,0.026715,0.002364,0.006716,0.000000,0.006375,0.002217,0.094667,0.000463,0.015556,0.869254,-0.055674,-0.034523,-0.120215,0.005847,-0.001871,-0.039091,0.057962,0.021223,0.035617,0.017668,0.022734,-0.005209,-0.000954,0.001288,0.000057,0.006730,0.000322,-0.000706,-0.000192,0.000684,-0.001108,-0.000233,-0.002585,0.046589,0.026538,0.000000,0.043166,0.025319,0.524619,0.005011,0.130512,4.278036,0.518073,0.552423,0.453594,0.333273,0.216111,0.208051,0.322300,0.169498,0.133277,0.157080,0.132074,0.122812,0.013644,0.011225,0.025049,0.037768,0.077713,0.007682,0.009869,0.004816,0.012927,0.010117,0.021931,0.040587,0.018364,0.067830,0.018964,0.000000,0.039370,0.026860,0.578668,0.004394,0.135163,3.730054,0.500810,0.571294,0.364982,0.357042,0.269683,0.228762,0.274272,0.156151,0.155080,0.180529,0.198184,0.192242,0.020490,0.015351,0.042582,0.051481,0.116180,0.009041,0.013390,0.006900,0.020958,0.015432,0.025946,non_breathing
0.080378,0.062201,0.000000,0.182169,0.199056,0.841869,0.010051,0.132222,-22.148460,3.131404,0.293149,0.214190,-0.019880,-0.111631,-0.022249,0.200886,0.040479,0.224306,-0.118764,0.069077,-0.086457,0.012045,0.009091,0.028769,0.122026,0.067161,0.043934,0.008087,0.003038,0.009400,0.005756,0.008590,0.010457,0.050130,0.002364,-0.001709,0.000000,0.004308,0.002881,0.055539,0.001226,0.004722,0.089222,-0.031324,0.060875,-0.056700,-0.083407,-0.021441,-0.098522,0.016741,-0.000133,0.000555,0.026245,-0.035966,-0.008817,0.000832,-0.000055,-0.005138,-0.036321,0.005269,0.017776,0.000964,-0.000001,0.001269,0.000055,0.000547,0.034269,0.026974,0.000000,0.032565,0.015211,0.448020,0.005535,0.060615,1.729531,0.427731,0.813139,0.259669,0.251937,0.265133,0.289146,0.228695,0.164779,0.174798,0.104166,0.158965,0.086629,0.004871,0.010517,0.022973,0.112794,0.071002,0.057405,0.005061,0.003845,0.007402,0.006975,0.006321,0.012756,0.021116,0.039169,0.042119,0.000000,0.052262,0.019399,0.741490,0.008441,0.100232,3.018271,0.705838,1.350327,0.393313,0.321223,0.358197,0.314662,0.274580,0.220022,0.255354,0.139588,0.248040,0.120769,0.006783,0.015655,0.015394,0.082717,0.061478,0.051186,0.007282,0.005805,0.010729,0.010682,0.010288,non_breathing
0.112502,0.028746,0.000000,0.199424,0.217563,0.740426,0.011317,0.166389,-25.032878,3.050937,0.947262,-0.040666,0.079871,-0.053462,-0.152160,0.092128,-0.190670,0.172986,-0.241104,0.016844,-0.217061,0.009722,0.010923,0.014779,0.009975,0.014633,0.018188,0.087865,0.003286,0.071214,0.009016,0.012869,0.008938,0.032118,0.050480,-0.001409,0.000000,0.028188,0.010379,0.216040,0.002570,0.074444,-0.420546,-0.263221,0.038867,0.011123,-0.019645,-0.001031,-0.045994,-0.016303,-0.008979,-0.013634,0.023057,-0.037584,0.003172,0.001240,0.001626,0.000813,0.001552,0.001383,-0.001188,-0.009993,0.000173,-0.017471,0.001805,0.002973,0.137442,0.027832,0.000000,0.073665,0.031045,0.604782,0.009415,0.196310,2.583346,0.745335,0.770802,0.205658,0.337465,0.213790,0.190473,0.112534,0.191619,0.195691,0.114201,0.162401,0.107901,0.009442,0.006759,0.013885,0.005713,0.012905,0.009429,0.063590,0.002979,0.057435,0.007939,0.010093,0.007680,0.017671,0.138814,0.028759,0.000000,0.079828,0.037182,0.675467,0.014312,0.206215,2.090859,0.834630,0.596311,0.339643,0.270240,0.341262,0.235406,0.163339,0.202097,0.243461,0.154492,0.232531,0.161097,0.013593,0.009277,0.017272,0.006914,0.017238,0.013476,0.068568,0.004642,0.085424,0.009232,0.011527,non_breathing
